player_id,player,role,age,bat_hand,bowl_type,is_spinner,is_pacer,is_overseas,injury_risk,is_pp_bowler,is_death_bowler,is_pp_batter,is_death_hitter
349,Suryakumar Pant,BOWL,34,L,SPIN,1,0,0,0.522,1,1,0,0
350,Rehan Carse,BAT,25,R,,0,0,0,0.395,0,0,1,1
351,Steve Philippe,BOWL,30,R,PACE,0,1,1,0.445,0,0,0,0
352,Kane Ferguson,BAT,29,R,,0,0,0,0.409,0,0,0,0
353,Wayne Amla,BOWL,29,R,PACE,0,1,0,0.464,0,0,0,0
354,Usama Khurram,BOWL,26,R,SPIN,1,0,0,0.202,0,0,0,0
355,Sachith Embuldeniya,BOWL,28,R,SPIN,1,0,1,0.477,1,1,0,0
356,Dwayne Brooks,BOWL,35,R,SPIN,1,0,0,0.422,1,1,0,0
357,Joe Stokes,AR,38,R,PACE,0,1,1,0.757,1,0,0,0
358,Joe Crawley,AR,23,R,SPIN,1,0,0,0.304,1,0,0,0
359,Jason Ahmed,BOWL,32,R,SPIN,1,0,1,0.495,1,1,0,0
360,Stuart Rashid,BOWL,38,R,SPIN,1,0,1,0.55,0,0,0,0
361,Rishabh Pant,AR,18,R,PACE,0,1,0,0.314,0,0,1,1
362,Stuart Bairstow,BAT,34,R,,0,0,0,0.622,0,0,1,0
363,Adam Short,BAT,28,R,,0,0,0,0.316,0,0,0,1
364,Henry Duffy,BAT,38,R,,0,0,1,0.583,0,0,0,0
365,Anrich Miller,BOWL,30,R,SPIN,1,0,0,0.578,1,0,0,0
366,Salman Aslam,BOWL,35,R,SPIN,1,0,0,0.516,1,0,0,0
367,Akila Chameera,AR,21,R,PACE,0,1,1,0.329,0,0,0,0
368,Kavem Walsh,BOWL,20,R,SPIN,1,0,0,0.315,1,1,0,0
369,Jack Root,BAT,37,R,,0,0,1,0.701,0,0,0,0
370,Jofra Lawrence,AR,29,R,PACE,0,1,0,0.42,0,0,0,1
371,Tom Buttler,AR,29,L,PACE,0,1,0,0.592,0,0,0,0
372,Joe Rashid,BAT,21,R,,0,0,0,0.207,0,0,1,1
373,Jasprit Kohli,BAT,22,L,,0,0,0,0.165,0,0,0,0
374,Ollie Brook,BAT,35,R,,0,0,0,0.38,0,0,0,0
375,David Philippe,BAT,24,R,,0,0,1,0.252,0,0,0,0
376,Michael Conway,BAT,30,R,,0,0,0,0.413,0,0,0,0
377,Dale Rickelton,AR,24,R,SPIN,1,0,0,0.45,0,1,0,0
378,Babar Khushdil,BOWL,23,L,PACE,0,1,1,0.265,0,0,0,0
379,Niroshan de Silva,BOWL,21,R,SPIN,1,0,1,0.351,0,0,0,0
380,Jayden Gayle,BOWL,37,L,SPIN,1,0,0,0.567,1,0,0,0
381,Jason Sibley,BOWL,37,R,SPIN,1,0,1,0.526,1,1,0,0
382,Rehan Sibley,AR,20,L,SPIN,1,0,0,0.326,0,0,0,0
383,Chris Overton,AR,25,L,SPIN,1,0,0,0.331,0,0,0,0
384,Moeen Stokes,BOWL,29,R,PACE,0,1,0,0.613,1,1,0,0
385,Sanju Chahal,BAT,26,R,,0,0,1,0.386,0,0,1,0
386,Jofra Stokes,WK,33,R,,0,0,0,0.456,0,0,0,0
387,Scott Conway,BOWL,23,R,SPIN,1,0,0,0.472,1,1,0,0
388,Trent Williamson,WK,19,L,,0,0,1,0.31,0,0,1,1
389,Lizaad Parnell,BAT,25,R,,0,0,0,0.484,0,0,1,1
390,Tayyab Mir,AR,30,R,SPIN,1,0,0,0.379,0,0,0,0
391,Charith Vandersay,BOWL,21,R,PACE,0,1,0,0.47,0,0,0,0
392,Jason Russell,BAT,35,R,,0,0,0,0.606,0,0,1,1
393,Mark Carse,BOWL,18,L,PACE,0,1,0,0.422,1,1,0,0
394,Adil Wood,BOWL,19,R,SPIN,1,0,0,0.136,0,0,0,0
395,Chris Roy,BAT,28,L,,0,0,1,0.505,0,0,0,1
396,Rehan Ahmed,BOWL,28,L,SPIN,1,0,0,0.264,0,0,0,0
397,Yuzvendra Rahul,AR,24,R,SPIN,1,0,0,0.419,0,0,0,0
398,Matt Roy,BAT,23,R,,0,0,0,0.292,0,0,0,0
399,Cameron Head,BOWL,19,R,SPIN,1,0,0,0.235,1,1,0,0
400,Martin Mitchell,BOWL,31,R,PACE,0,1,1,0.41,0,0,0,0
401,Lizaad Fortuin,BAT,25,R,,0,0,0,0.373,0,0,0,1
402,Mohammad Rizwan,AR,20,L,PACE,0,1,0,0.373,1,1,0,0
403,Dasun Rajapaksa,AR,26,R,SPIN,1,0,0,0.353,0,0,0,0
404,Sunil Seales,BAT,37,L,,0,0,0,0.717,0,0,1,1
405,James Ali,WK,23,L,,0,0,0,0.507,0,0,0,0
406,Mark Salt,AR,36,L,SPIN,1,0,1,0.65,1,1,1,0
407,Zak Broad,BAT,23,R,,0,0,0,0.357,0,0,0,0
408,Sam Archer,AR,21,R,PACE,0,1,0,0.437,0,0,0,0
409,Deepak Kohli,BAT,23,R,,0,0,0,0.211,0,0,0,0
410,Adil Crawley,WK,24,R,,0,0,0,0.201,0,0,0,1
411,Usman Carey,BOWL,20,R,PACE,0,1,0,0.248,0,0,0,0
412,Adam Munro,BOWL,30,R,SPIN,1,0,0,0.485,1,1,0,0
413,Andile Mulder,BAT,25,R,,0,0,0,0.288,0,0,0,0
414,Saim Abbasi,AR,33,R,SPIN,1,0,0,0.521,0,0,0,0
415,Asitha Dananjaya,BAT,28,R,,0,0,1,0.48,0,0,1,0
416,Dwayne Russell,BAT,27,R,,0,0,0,0.481,0,0,1,0
417,Joe Pope,BAT,27,R,,0,0,1,0.208,0,0,0,0
418,Adil Bairstow,AR,21,L,PACE,0,1,0,0.269,0,0,0,0
419,Craig Sibley,BAT,32,R,,0,0,0,0.399,0,0,0,1
420,Dom Carse,AR,20,L,PACE,0,1,1,0.381,0,0,1,1
421,Tilak Chahar,BOWL,33,L,SPIN,1,0,0,0.477,0,0,0,0
422,Rehan Crawley,BAT,38,R,,0,0,0,0.756,0,0,1,1
423,Aaron Warner,BAT,34,R,,0,0,0,0.522,0,0,0,0
424,Will Chapman,BAT,27,R,,0,0,0,0.262,0,0,0,0
425,Lizaad Philander,BOWL,24,R,SPIN,1,0,1,0.433,0,0,0,0
426,Shan Rizwan,AR,36,R,SPIN,1,0,0,0.539,1,0,0,0
427,Suranga Udana,BAT,23,R,,0,0,1,0.228,0,0,1,1
428,Kavem Mayers,AR,28,L,SPIN,1,0,0,0.317,1,1,0,0
429,Dom Lawrence,BAT,34,L,,0,0,0,0.544,0,0,0,0
430,Moeen Broad,AR,37,L,PACE,0,1,0,0.687,0,0,0,0
431,Jonny Overton,AR,37,R,PACE,0,1,1,0.551,0,0,0,0
432,Rehan Anderson,AR,19,R,PACE,0,1,0,0.404,0,0,0,0
433,Axar Jadeja,BOWL,36,L,SPIN,1,0,1,0.553,0,0,0,0
434,Harry Salt,AR,20,R,SPIN,1,0,0,0.153,0,0,0,0
435,Marcus Khawaja,BAT,30,R,,0,0,0,0.596,0,0,0,1
436,Doug O'Rourke,BAT,37,R,,0,0,0,0.549,0,0,1,1
437,Kagiso Miller,BAT,31,R,,0,0,0,0.4,0,0,1,1
438,Mohammad Saleem,BOWL,37,R,PACE,0,1,1,0.843,1,1,0,0
439,Dinesh Shanaka,BOWL,25,R,PACE,0,1,0,0.477,0,0,0,0
440,Rovman Russell,BOWL,24,R,SPIN,1,0,0,0.25,0,1,0,0
441,Dom Salt,AR,24,R,SPIN,1,0,0,0.325,0,0,0,0
442,Ben Sibley,BAT,25,R,,0,0,0,0.403,0,0,1,1
443,Ollie Pope,BOWL,32,R,PACE,0,1,0,0.644,0,0,0,0
444,Adil Archer,BAT,27,R,,0,0,1,0.287,0,0,1,0
445,Mohammed Pant,BAT,33,L,,0,0,0,0.445,0,0,0,0
446,Stuart Potts,BOWL,26,R,PACE,0,1,0,0.459,0,0,0,0
447,David Turner,WK,24,R,,0,0,0,0.274,0,0,0,0
448,Will Boult,BOWL,21,L,PACE,0,1,0,0.135,0,0,0,0
449,Anrich Fortuin,BAT,29,R,,0,0,0,0.311,0,0,1,1
450,Babar Khurram,BOWL,36,L,PACE,0,1,0,0.612,0,0,0,0
451,Chaturanga Chameera,BAT,36,R,,0,0,0,0.454,0,0,0,0
452,Roston Chase,AR,23,R,PACE,0,1,1,0.437,0,0,0,0
453,Rehan Roy,BOWL,28,R,PACE,0,1,1,0.529,1,1,0,0
454,Jos Woakes,BAT,32,R,,0,0,1,0.556,0,0,0,0
455,Brydon Ahmed,BAT,30,L,,0,0,1,0.506,0,0,0,0
456,Sam Ahmed,BAT,19,L,,0,0,0,0.175,0,0,0,0
457,Shubman Gaikwad,WK,30,L,,0,0,0,0.557,0,0,0,0
458,Ollie Anderson,BOWL,18,L,SPIN,1,0,0,0.091,1,0,0,0
459,Travis Turner,AR,20,R,PACE,0,1,0,0.415,0,0,0,0
460,Trent Latham,BOWL,31,L,PACE,0,1,0,0.666,1,1,0,0
461,Reeza Elgar,BOWL,20,R,SPIN,1,0,0,0.08,0,0,0,0
462,Shadab Ayub,BAT,25,L,,0,0,1,0.438,0,0,0,0
463,Wanindu Embuldeniya,WK,30,R,,0,0,1,0.556,0,0,0,0
464,Dwayne Shepherd,BAT,31,R,,0,0,0,0.399,0,0,1,1
465,Stuart Overton,BOWL,27,L,PACE,0,1,0,0.289,0,1,0,0
466,Jamie Stokes,BOWL,19,L,SPIN,1,0,0,0.396,1,1,0,0
467,Ollie Overton,BOWL,34,R,SPIN,1,0,0,0.462,0,0,0,0
468,Tom Archer,WK,37,R,,0,0,1,0.564,0,0,0,0
469,Tilak Iyer,BAT,36,R,,0,0,1,0.37,0,0,1,1
470,Joe Potts,BOWL,33,L,SPIN,1,0,0,0.411,0,0,0,0
471,Marcus Lyon,BOWL,26,R,PACE,0,1,0,0.406,1,1,0,0
472,Mark Boult,BOWL,36,R,PACE,0,1,0,0.864,0,0,0,0
473,Anrich Elgar,BAT,28,R,,0,0,0,0.332,0,0,0,0
474,Shadab Shakeel,BAT,20,R,,0,0,0,0.375,0,0,1,1
475,Asitha Karunaratne,BAT,35,R,,0,0,0,0.622,0,0,0,0
476,Shai Chase,BAT,24,R,,0,0,0,0.331,0,0,1,0
477,Moeen Carse,BOWL,37,L,PACE,0,1,0,0.766,1,1,0,0
478,Liam Stokes,BOWL,25,L,PACE,0,1,0,0.395,1,1,0,0
479,Tom Pope,BOWL,36,L,PACE,0,1,0,0.698,1,1,0,0
480,Ben Potts,BOWL,29,R,PACE,0,1,0,0.71,1,1,0,0
481,Rohit Pant,BOWL,27,R,PACE,0,1,1,0.498,1,1,0,0
482,Sam Woakes,BAT,24,R,,0,0,0,0.157,0,0,0,0
483,Tim Turner,BOWL,35,L,SPIN,1,0,0,0.496,0,0,0,0
484,Trent Kuggeleijn,BAT,19,R,,0,0,0,0.222,0,0,0,0
485,Temba Amla,BAT,27,R,,0,0,0,0.558,0,0,0,0
486,Fakhar Butt,BOWL,25,L,PACE,0,1,0,0.489,0,1,0,0
487,Dasun Perera,BOWL,29,R,PACE,0,1,0,0.455,1,0,0,0
488,Kieran Shepherd,BAT,23,L,,0,0,0,0.163,0,0,0,0
489,Chris Curran,BOWL,31,R,PACE,0,1,1,0.574,1,0,0,0
490,Ben Archer,BOWL,26,R,SPIN,1,0,0,0.459,0,0,0,0
491,Jonny Bairstow,BOWL,21,R,PACE,0,1,0,0.386,0,0,0,0
492,Matt Pope,BOWL,22,R,PACE,0,1,1,0.334,1,1,0,0
493,KL Siraj,BOWL,32,L,SPIN,1,0,0,0.339,0,1,0,0
494,Jonny Crawley,BAT,23,R,,0,0,0,0.23,0,0,1,1
495,Matthew Wade,AR,24,R,PACE,0,1,1,0.544,1,0,0,0
496,Ben Chapman,BOWL,31,L,SPIN,1,0,0,0.423,0,0,0,0
497,Kagiso Fortuin,BOWL,24,R,SPIN,1,0,0,0.371,0,0,0,0
498,Saud Mir,BOWL,26,L,SPIN,1,0,0,0.45,0,1,0,0
499,Sachith Shanaka,BAT,23,R,,0,0,0,0.348,0,0,0,0
500,Kemar Roach,BOWL,25,L,PACE,0,1,1,0.516,1,1,0,0
501,Harry Pope,BOWL,32,R,PACE,0,1,0,0.433,0,0,0,0
502,Jack Overton,AR,29,R,SPIN,1,0,0,0.446,1,1,0,0
503,Stuart Root,AR,38,R,PACE,0,1,0,0.575,0,0,0,0
504,Joe Bethell,BOWL,34,R,SPIN,1,0,0,0.639,1,1,0,0
505,Washington Sharma,BOWL,18,R,PACE,0,1,0,0.222,1,1,0,0
506,Dom Ahmed,AR,25,R,PACE,0,1,0,0.449,0,0,0,0
507,David Maxwell,BAT,24,R,,0,0,1,0.304,0,0,0,0
508,Finn Bracewell,AR,30,L,PACE,0,1,0,0.592,0,1,0,0
509,Heinrich Philander,BOWL,23,R,PACE,0,1,1,0.358,1,1,0,0
510,Shan Aslam,BAT,38,R,,0,0,0,0.656,0,0,0,0
511,Wanindu Hasaranga,BAT,24,L,,0,0,0,0.179,0,0,0,0
512,Shimron Joseph,AR,28,R,PACE,0,1,0,0.457,0,0,0,0
513,Mark Potts,BAT,20,L,,0,0,1,0.201,0,0,0,0
514,Dom Sibley,BAT,37,L,,0,0,0,0.617,0,0,0,0
515,Harry Buttler,BAT,37,L,,0,0,0,0.601,0,0,1,0
516,Stuart Bethell,BAT,34,L,,0,0,1,0.359,0,0,0,0
517,Rinku Sharma,BAT,25,R,,0,0,0,0.304,0,0,0,0
518,James Wood,BOWL,19,R,PACE,0,1,0,0.243,0,0,0,0
519,Pat Khawaja,BAT,32,R,,0,0,0,0.618,0,0,0,0
520,Colin Mitchell,AR,27,L,SPIN,1,0,0,0.408,0,0,1,1
521,Marco Williams,AR,38,R,SPIN,1,0,0,0.486,0,0,0,0
522,Usman Abbasi,BAT,32,L,,0,0,0,0.583,0,0,1,0
523,Suranga Kumara,BAT,29,R,,0,0,1,0.527,0,0,1,0
524,Jason Powell,BOWL,38,R,SPIN,1,0,0,0.618,1,1,0,0
525,Jos Archer,BAT,34,R,,0,0,0,0.536,0,0,0,0
526,Tom Stokes,BAT,27,R,,0,0,1,0.354,0,0,1,1
527,Jofra Overton,WK,18,R,,0,0,0,0.293,0,0,0,0
528,Jos Buttler,WK,19,R,,0,0,0,0.212,0,0,0,0
529,KL Pant,AR,27,L,PACE,0,1,0,0.486,0,0,0,0
530,Craig Woakes,BAT,29,R,,0,0,0,0.558,0,0,1,1
531,Josh Green,BOWL,18,R,PACE,0,1,0,0.292,0,0,0,0
532,Trent Boult,BOWL,20,R,PACE,0,1,1,0.33,0,1,0,0
533,Heinrich Coetzee,BOWL,32,R,SPIN,1,0,1,0.36,0,0,0,0
534,Saim Ahmed,BOWL,33,R,SPIN,1,0,0,0.492,1,0,0,0
535,Asitha Dickwella,BAT,18,R,,0,0,0,0.081,0,0,0,0
536,Shamarh Roach,BAT,28,L,,0,0,1,0.398,0,0,1,0
537,Moeen Bethell,BOWL,19,R,PACE,0,1,0,0.305,1,0,0,0
538,Joe Sibley,BAT,33,R,,0,0,1,0.469,0,0,0,0
539,Ollie Woakes,BAT,35,R,,0,0,0,0.41,0,0,0,0
540,Jos Roy,AR,36,R,PACE,0,1,0,0.579,1,1,1,0
541,Shreyas Pant,WK,30,L,,0,0,1,0.417,0,0,0,0
542,Adil Curran,BOWL,31,R,SPIN,1,0,0,0.624,1,1,0,0
543,Jake Richardson,AR,37,L,SPIN,1,0,0,0.688,1,1,0,0
544,Mark Bracewell,WK,30,R,,0,0,1,0.436,0,0,0,0
545,Rassie Mulder,BAT,27,R,,0,0,0,0.579,0,0,1,1
546,Usama Zaman,BOWL,33,R,SPIN,1,0,0,0.599,1,1,0,0
547,Pathum Perera,BOWL,30,R,PACE,0,1,0,0.819,1,1,0,0
548,Jason Seales,BAT,35,L,,0,0,0,0.641,0,0,1,1
549,Jack Buttler,BOWL,29,R,SPIN,1,0,0,0.471,1,1,0,0
550,Jamie Root,BOWL,36,L,SPIN,1,0,0,0.647,0,0,0,0
551,Craig Bethell,BOWL,18,L,PACE,0,1,0,0.462,1,1,0,0
552,Chris Broad,BAT,18,R,,0,0,1,0.118,0,0,0,0
553,Virat Jadeja,BAT,20,R,,0,0,0,0.407,0,0,0,1
554,Adil Woakes,AR,29,R,SPIN,1,0,0,0.408,0,0,0,0
555,Nathan Richardson,BAT,32,R,,0,0,0,0.475,0,0,0,0
556,Michael Sears,BAT,22,L,,0,0,1,0.367,0,0,1,0
557,Reeza Maharaj,BAT,21,R,,0,0,0,0.392,0,0,0,0
558,Shoaib Abbasi,BOWL,36,L,SPIN,1,0,1,0.641,0,1,0,0
559,Pathum Vandersay,BOWL,33,R,SPIN,1,0,0,0.749,1,1,0,0
560,Kieron Seales,BOWL,31,R,PACE,0,1,0,0.751,0,0,0,0
561,Adil Brook,BAT,28,R,,0,0,1,0.383,0,0,1,0
562,Craig Salt,BAT,26,R,,0,0,1,0.24,0,0,0,0
563,Joe Lawrence,AR,18,L,SPIN,1,0,0,0.26,0,0,0,0
564,Rehan Overton,BOWL,21,R,SPIN,1,0,0,0.154,1,1,0,0
565,Arshdeep Gaikwad,BOWL,36,L,SPIN,1,0,0,0.713,1,1,0,0
566,Adil Lawrence,BOWL,25,L,PACE,0,1,0,0.471,1,1,0,0
567,Peter Green,AR,32,L,PACE,0,1,1,0.737,0,0,0,0
568,Ben Ferguson,BAT,32,R,,0,0,1,0.426,0,0,1,1
569,Quinton Shamsi,BAT,24,L,,0,0,0,0.378,0,0,1,1
570,Asif Ayub,BOWL,22,R,SPIN,1,0,0,0.372,1,1,0,0
571,Chaturanga Vandersay,BAT,32,L,,0,0,0,0.476,0,0,0,0
572,Kieron Chase,AR,19,R,SPIN,1,0,0,0.19,0,0,0,0
573,Rehan Brook,BOWL,28,R,SPIN,1,0,0,0.365,0,0,0,0
574,Jonny Wood,AR,36,R,PACE,0,1,0,0.784,1,0,0,0
575,Joe Ahmed,AR,32,R,PACE,0,1,0,0.709,1,1,0,0
576,Rehan Ali,BOWL,34,R,PACE,0,1,0,0.57,1,0,0,0
577,Ravindra Bumrah,AR,19,L,SPIN,1,0,1,0.151,0,0,0,0
578,Rehan Bairstow,BOWL,22,R,PACE,0,1,0,0.208,0,0,0,0
579,Aaron Short,AR,23,L,PACE,0,1,0,0.398,0,0,0,0
580,Martin Blundell,BAT,24,R,,0,0,0,0.472,0,0,0,0
581,Andile Parnell,BOWL,22,L,SPIN,1,0,0,0.344,1,1,0,0
582,Fakhar Rizwan,BOWL,38,L,SPIN,1,0,0,0.635,1,1,0,0
583,Charith Nissanka,BAT,21,R,,0,0,0,0.509,0,0,1,1
584,Rovman Roach,BOWL,32,L,SPIN,1,0,0,0.404,1,1,0,0
585,Ben Bairstow,AR,30,L,PACE,0,1,0,0.565,0,0,0,0
586,Jos Potts,BOWL,30,L,PACE,0,1,1,0.544,0,0,0,0
587,James Salt,BAT,22,R,,0,0,0,0.248,0,0,0,0
588,Zak Crawley,BAT,24,R,,0,0,0,0.195,0,0,0,0
589,Rinku Sundar,BAT,30,L,,0,0,0,0.393,0,0,1,1
590,Moeen Brook,BAT,24,R,,0,0,1,0.32,0,0,0,0
591,Josh Starc,AR,32,L,PACE,0,1,0,0.495,0,0,0,0
592,Kane Kuggeleijn,BOWL,18,R,PACE,0,1,1,0.245,1,1,0,0
593,Tony Philander,BAT,19,L,,0,0,0,0.382,0,0,0,0
594,Yasir Aslam,BOWL,33,R,SPIN,1,0,0,0.604,1,1,0,0
595,Angelo Shanaka,BAT,30,R,,0,0,0,0.494,0,0,1,1
596,Nicholas Hope,BAT,18,L,,0,0,0,0.323,0,0,1,0
597,Dom Anderson,BOWL,36,L,SPIN,1,0,0,0.643,0,0,0,0
598,Mark Stokes,BOWL,18,L,SPIN,1,0,0,0.129,1,1,0,0
599,Jonny Ahmed,WK,38,L,,0,0,0,0.504,0,0,0,0
600,Rehan Archer,BOWL,33,R,PACE,0,1,0,0.699,1,1,0,0
601,Prithvi Pant,BOWL,38,R,PACE,0,1,0,0.762,0,0,0,0
602,James Broad,AR,37,R,SPIN,1,0,0,0.577,1,1,0,0
603,Alex Warner,AR,24,R,SPIN,1,0,1,0.439,0,0,0,0
604,Finn Ravindra,BOWL,33,R,PACE,0,1,0,0.589,0,0,0,0
605,Temba Hendricks,WK,22,L,,0,0,1,0.24,0,0,0,0
606,Sarfaraz Butt,AR,27,R,PACE,0,1,0,0.632,1,1,0,0
607,Chamika Karunaratne,AR,23,R,PACE,0,1,1,0.463,0,0,0,0
608,Kavem Athanaze,BAT,28,R,,0,0,1,0.432,0,0,0,0
609,Adil Ali,BOWL,36,R,SPIN,1,0,0,0.546,0,0,0,0
610,Jofra Rashid,BOWL,27,R,PACE,0,1,1,0.45,0,0,0,0
611,Jack Curran,BOWL,19,R,PACE,0,1,0,0.355,0,0,0,0
612,Tom Bethell,BOWL,24,R,PACE,0,1,0,0.352,0,0,0,0
613,Ravindra Siraj,WK,34,R,,0,0,1,0.51,0,0,0,0
614,Matt Salt,WK,28,L,,0,0,0,0.516,0,0,1,0
615,Sean Maxwell,BAT,29,R,,0,0,0,0.525,0,0,0,0
616,Daryl Young,BOWL,27,R,PACE,0,1,0,0.58,1,1,0,0
617,Aiden Coetzee,BOWL,24,R,PACE,0,1,0,0.486,1,1,0,0
618,Fakhar Shafique,BAT,30,R,,0,0,0,0.517,0,0,1,1
619,Wanindu Shanaka,BAT,31,R,,0,0,0,0.643,0,0,0,0
620,Kieran Hosein,BAT,36,L,,0,0,0,0.698,0,0,0,0
621,Jos Curran,AR,30,R,PACE,0,1,0,0.528,0,0,0,0
622,Jamie Broad,BOWL,38,R,PACE,0,1,0,0.795,1,1,0,0
623,Liam Ahmed,WK,35,R,,0,0,0,0.496,0,0,1,1
624,Liam Lawrence,BOWL,19,L,SPIN,1,0,0,0.326,1,1,0,0
625,Ravindra Patel,WK,26,R,,0,0,0,0.513,0,0,0,0
626,Tom Rashid,BOWL,26,R,SPIN,1,0,0,0.52,0,1,0,0
627,Adam Maxwell,AR,18,L,PACE,0,1,1,0.387,0,0,0,0
628,Tom Blundell,BAT,21,R,,0,0,1,0.207,0,0,1,0
629,Dean de Kock,BOWL,34,R,PACE,0,1,0,0.646,0,0,0,0
630,Asif Khurram,AR,25,R,SPIN,1,0,0,0.505,0,0,0,0
631,Angelo Rajapaksa,AR,21,R,SPIN,1,0,1,0.171,1,0,0,0
632,Kieran Mayers,AR,24,L,PACE,0,1,1,0.416,1,0,1,1
633,Jos Rashid,BAT,23,R,,0,0,0,0.304,0,0,0,0
634,Ben Ahmed,BAT,21,R,,0,0,0,0.288,0,0,0,0
635,James Carse,BAT,20,R,,0,0,0,0.085,0,0,1,1
636,Joe Buttler,BAT,34,R,,0,0,0,0.415,0,0,1,1
637,Kuldeep Varma,BOWL,35,L,PACE,0,1,1,0.737,1,1,0,0
638,Jofra Bairstow,BOWL,28,R,PACE,0,1,0,0.632,1,1,0,0
639,Scott Abbott,AR,30,L,PACE,0,1,0,0.657,1,1,0,0
640,Neil Young,AR,37,R,PACE,0,1,0,0.603,0,0,0,0
641,Dean Markram,BOWL,35,R,PACE,0,1,1,0.643,0,0,0,0
642,Naseem Shah,AR,18,R,SPIN,1,0,0,0.241,0,0,0,0
643,Dushmantha Rajitha,BAT,38,L,,0,0,1,0.634,0,0,1,0
644,Hayden Roach,BAT,19,R,,0,0,0,0.32,0,0,0,0
645,Adil Root,BOWL,18,R,SPIN,1,0,0,0.128,0,0,0,0
646,Jamie Woakes,AR,26,L,PACE,0,1,0,0.452,0,0,0,0
647,Moeen Anderson,BAT,33,R,,0,0,0,0.417,0,0,1,0
648,Jofra Broad,BOWL,19,R,SPIN,1,0,1,0.339,1,1,0,0
649,Virat Kishan,BOWL,24,R,PACE,0,1,0,0.575,1,1,0,0
650,Liam Rashid,BAT,23,L,,0,0,0,0.386,0,0,0,0
651,Marcus Hazlewood,BOWL,26,R,PACE,0,1,0,0.55,1,1,0,0
652,Adam Kuggeleijn,AR,38,R,PACE,0,1,0,0.761,0,0,0,0
653,Hashim Parnell,BOWL,24,R,SPIN,1,0,0,0.353,0,0,0,0
654,Zafar Aslam,BAT,22,R,,0,0,0,0.306,0,0,1,1
655,Akila Udana,AR,20,R,PACE,0,1,0,0.4,0,0,0,0
656,Jason Motie,BAT,22,R,,0,0,0,0.38,0,0,1,1
657,Jason Broad,AR,20,R,SPIN,1,0,0,0.324,0,0,0,0
658,Ollie Bethell,BAT,30,R,,0,0,0,0.378,0,0,0,0
659,Liam Sibley,BOWL,26,L,PACE,0,1,0,0.58,1,1,0,0
660,Sam Lawrence,BOWL,28,R,SPIN,1,0,0,0.117,0,0,0,0
661,Kuldeep Patel,BAT,35,R,,0,0,0,0.639,0,0,1,1
662,Adil Ahmed,AR,30,L,PACE,0,1,0,0.562,1,1,0,0
663,Adam Philippe,BAT,21,L,,0,0,1,0.247,0,0,1,1
664,Mitchell Chapman,BAT,25,R,,0,0,1,0.374,0,0,0,1
665,Wayne de Zorzi,BAT,24,R,,0,0,0,0.468,0,0,0,1
666,Shan Saleem,BOWL,35,R,PACE,0,1,0,0.673,0,0,0,0
667,Charith Dananjaya,AR,24,R,SPIN,1,0,0,0.337,0,1,0,0
668,Kemar Sammy,WK,20,R,,0,0,0,0.36,0,0,1,0
669,Craig Brook,BAT,33,R,,0,0,0,0.484,0,0,0,0
670,Brydon Bairstow,BOWL,26,R,SPIN,1,0,0,0.438,1,1,0,0
671,James Woakes,BAT,20,R,,0,0,1,0.175,0,0,0,1
672,Ollie Ahmed,BOWL,32,R,PACE,0,1,0,0.541,0,1,0,0
673,Rinku Kishan,WK,22,R,,0,0,0,0.413,0,0,1,0
674,Harry Sibley,BOWL,36,R,SPIN,1,0,0,0.645,1,1,0,0
675,Aaron Tye,BOWL,35,L,SPIN,1,0,0,0.544,1,1,0,0
676,Daryl Blundell,BOWL,25,L,PACE,0,1,0,0.57,1,1,0,0
677,Andile Jansen,AR,29,R,PACE,0,1,0,0.328,0,0,0,0
678,Wahab Azam,BOWL,29,R,PACE,0,1,0,0.546,0,1,0,0
679,Nuwan Chandimal,BAT,31,R,,0,0,1,0.472,0,0,0,1
680,Akeal McCoy,BAT,19,R,,0,0,1,0.319,0,0,0,0
681,Moeen Bairstow,BAT,24,L,,0,0,0,0.126,0,0,0,0
682,Harry Crawley,BAT,21,R,,0,0,1,0.341,0,0,1,1
683,Craig Rashid,BAT,32,R,,0,0,0,0.552,0,0,0,0
684,Zak Archer,BOWL,19,R,SPIN,1,0,1,0.102,1,0,0,0
685,Prasidh Sundar,BOWL,28,R,PACE,0,1,0,0.56,1,1,0,0
686,Mark Bethell,BAT,33,R,,0,0,0,0.565,0,0,0,0
687,Mitchell Agar,BOWL,37,R,PACE,0,1,0,0.822,1,1,0,0
688,Henry Williamson,WK,24,L,,0,0,0,0.139,0,0,1,1
689,Hashim Bavuma,BOWL,18,R,PACE,0,1,0,0.308,1,0,0,0
690,Saud Ahmed,BOWL,33,R,SPIN,1,0,0,0.492,1,1,0,0
691,Dilshan Shanaka,BAT,18,R,,0,0,0,0.143,0,0,1,0
692,Andre Sammy,AR,19,R,SPIN,1,0,0,0.467,1,1,1,1
693,James Bethell,BAT,38,R,,0,0,0,0.666,0,0,1,1
694,Jason Root,BAT,36,R,,0,0,1,0.598,0,0,1,1
695,Dom Rashid,AR,32,L,SPIN,1,0,0,0.55,1,1,0,0
696,James Anderson,BOWL,35,R,PACE,0,1,1,0.583,0,0,0,0
697,KL Pandya,BOWL,19,R,SPIN,1,0,0,0.214,0,0,0,0
698,Harry Carse,BOWL,19,R,PACE,0,1,0,0.368,1,1,0,0
699,Glenn Turner,BOWL,24,R,SPIN,1,0,0,0.255,0,1,0,0
