player_id,matches,player_name,country,domestic_team,batting_style,bowling_style,dominant_hand,primary_role,secondary_role,height_cm,weight_kg,debut_year,experience_years,matches_test,matches_odi,matches_t20,matches_fc,matches_listA,runs,balls_faced_est,runs_per_match,batting_average_est,strike_rate,dot_ball_pct,boundary_pct,boundary_runs_est,fours_est,sixes_est,balls_per_boundary_est,boundary_ball_pct_est,singles_doubles_runs_est,rotation_index,dismissals_est,not_outs_est,fifty_plus_rate_est,century_rate_est,pp_runs,middle_runs_est,death_runs,powerplay_run_share_pct,middle_run_share_pct,death_run_share_pct,pp_sr,middle_sr,death_sr,acceleration_index,phase_balance_index,powerplay_batting_index,middle_overs_batting_index,death_finishing_index,pressure_batting_index,anchor_index,power_hitter_index,red_ball_batting_fit,white_ball_batting_fit,batting_impact_score,batting_rating,wickets,overs_bowled_est,balls_bowled_est,runs_conceded_est,wkts_per_match,bowling_average_est,economy,bowling_strike_rate_est,dot_balls_bowled_est,pp_wkts,middle_wkts_est,death_wkts,pp_eco,middle_eco,death_eco,pp_over_share_pct,middle_over_share_pct,death_over_share_pct,powerplay_bowling_index,middle_overs_bowling_index,death_bowling_index,economy_control_index,wicket_impact_index,new_ball_threat_index,closing_bowler_index,red_ball_bowling_fit,white_ball_bowling_fit,bowling_impact_score,bowling_rating,catches_est,runouts_est,stumpings_est,fielding_rating,availability_score,durability_index,workload_index,last10_bat_avg_est,last10_bowl_avg_est,recent_runs_est,recent_wkts_est,batting_form_index,bowling_form_index,consistency_index,allrounder_index,clutch_index,versatility_index,match_impact_score,county_red_ball_fit,county_white_ball_fit,format_specialism,upside_score,risk_score,market_value_index,salary_band_est,scouting_grade_num,scouting_grade,analyst_recommendation
433,43,Axar Jadeja,India,Sussex,LHB,Right-arm off-spin,Left,Bowler,Lower-order hitter,170,66,2021,5,6,7,13,7,10,34,32.9,0.79,0.85,103.2,42.1,9.0,3.1,1,0,32.95,3.04,30,91.06,40.0,3.0,0.0,0.26,9,16,9,26.47,47.06,26.47,101.6,111.6,123.6,66.87,73.88,66.56,90.33,77.27,73.72,74.38,63.06,53.77,82.08,42.43,55.18,55,235.8,1415,1914.4,1.28,34.81,8.12,25.72,596,20,20,15,8.27,8.18,8.47,28.0,50.0,22.0,57.89,70.31,62.16,79.58,97.82,37.29,47.0,83.18,68.06,100.0,87.81,11,2,0,82.7,86,83.87,33.66,0.76,32.02,7,14,32.35,56.3,72.0,59.49,69.82,73.2,80.94,79.83,68.59,Red-ball leaning,92.4,23.06,81.34,High-value starter,78.25,A,Shortlist
434,82,Harry Salt,England,Surrey,RHB,Left-arm orthodox,Right,Bowler,Lower-order hitter,181,71,2006,20,11,14,26,14,17,391,332.8,4.77,5.08,117.5,35.3,13.8,54.0,7,4,30.25,3.31,339,101.87,77.0,5.0,0.0,1.52,125,196,70,31.97,50.13,17.9,120.1,111.1,124.4,53.3,67.74,78.17,93.55,75.86,71.2,90.64,74.0,67.76,89.88,54.96,66.89,82,358.1,2148,3455.3,1.0,42.14,9.65,26.2,758,24,40,18,9.63,9.35,9.71,28.0,50.0,22.0,41.9,54.92,47.03,54.08,85.8,23.67,35.12,65.43,48.57,93.42,75.21,20,5,0,94.67,84,84.47,30.26,4.67,42.98,45,12,39.79,51.37,76.38,59.05,65.24,67.87,72.89,68.72,53.57,Red-ball leaning,79.28,21.26,70.62,Strong squad asset,68.19,B,Monitor
435,111,Marcus Khawaja,Australia,Nottinghamshire,LHB,Medium pace,Left,Utility,Flexible,166,76,2006,20,14,22,39,17,19,628,503.2,5.66,6.28,124.8,36.1,17.9,112.4,13,10,21.88,4.57,516,102.54,100.0,11.0,0.0,1.88,210,265,153,33.44,42.2,24.36,122.9,112.8,146.9,68.4,82.73,79.79,92.59,90.79,81.43,91.9,90.98,75.85,100.0,61.06,74.49,18,112.7,676,998.5,0.16,55.47,8.86,37.57,244,6,9,3,8.4,8.42,9.92,28.0,50.0,22.0,50.78,61.45,44.15,65.62,38.43,32.83,31.18,54.85,54.4,56.09,55.36,27,6,0,91.59,88,95.4,10.63,5.9,55.66,57,1,46.97,42.45,85.41,64.93,71.24,73.91,63.84,71.37,75.41,Balanced multi-format,93.08,7.18,73.46,Strong squad asset,67.66,B,Monitor
436,45,Doug O'Rourke,New Zealand,Hampshire,RHB,Right-arm off-spin,Right,Utility,Flexible,177,81,2010,16,5,9,16,7,8,749,465.8,16.64,18.27,160.8,23.4,19.8,148.3,24,9,14.12,7.08,599,128.6,41.0,4.0,0.0,5.48,335,254,160,44.73,33.91,21.36,152.4,151.0,161.7,57.13,76.55,99.55,100.0,98.31,85.01,100.0,100.0,100.0,100.0,97.05,98.52,5,36.5,219,351.5,0.11,70.3,9.63,43.8,51,2,2,1,9.28,9.24,11.05,28.0,50.0,22.0,36.07,43.32,28.24,47.22,31.84,24.84,19.99,40.67,37.79,40.96,40.09,13,3,0,92.47,86,89.0,15.22,17.54,69.36,175,1,62.19,36.05,75.35,69.31,65.56,69.83,51.75,71.84,67.89,Balanced multi-format,83.07,13.58,62.81,Development / squad,59.0,C+,Development watchlist
437,68,Kagiso Miller,South Africa,Middlesex,LHB,Left-arm orthodox,Left,Utility,Flexible,188,65,2010,16,8,13,24,10,13,862,556.1,12.68,14.13,155.0,29.7,19.7,169.8,26,11,15.03,6.65,692,124.43,61.0,7.0,0.0,4.24,230,342,290,26.68,39.68,33.64,155.8,152.3,166.9,58.51,87.36,93.51,100.0,100.0,85.17,100.0,100.0,100.0,100.0,86.23,93.11,12,72.9,438,562.3,0.18,46.86,7.71,36.47,130,3,5,4,7.62,7.7,7.64,28.0,50.0,22.0,53.12,61.42,62.02,77.88,39.97,39.77,44.0,59.67,66.14,64.43,63.67,18,3,0,93.96,82,86.53,14.61,13.85,45.45,139,2,57.21,48.02,81.68,78.39,77.35,82.0,69.79,80.39,81.35,Balanced multi-format,68.34,24.47,71.74,Strong squad asset,74.22,B+,Shortlist
438,100,Mohammad Saleem,Pakistan,Leicestershire,RHB,Right-arm off-spin,Right,Bowler,Lower-order hitter,173,70,2009,17,14,18,32,18,18,225,214.5,2.25,2.45,104.9,37.3,16.1,36.2,6,2,26.81,3.73,189,88.12,92.0,8.0,0.0,0.73,61,102,62,27.11,45.33,27.56,109.1,102.3,114.7,54.29,77.33,71.12,84.51,73.77,68.85,74.89,75.6,58.78,85.21,45.37,58.68,126,540.7,3244,3995.5,1.26,31.71,7.39,25.75,1210,48,52,26,7.47,7.66,8.46,28.0,50.0,22.0,61.5,70.37,59.46,86.92,97.01,44.61,44.23,85.49,70.96,100.0,89.11,24,6,0,94.0,84,85.67,34.58,2.45,30.23,19,14,43.78,49.01,83.33,61.9,69.65,76.48,83.38,84.84,70.57,Red-ball leaning,82.67,18.29,80.64,High-value starter,81.11,A,Shortlist
439,29,Dinesh Shanaka,Sri Lanka,Lancashire,LHB,Left-arm orthodox,Left,Bowler,Lower-order hitter,184,75,2014,12,4,5,9,5,6,0,0.0,0.0,0.0,110.8,35.0,9.5,0.0,0,0,0.0,0.0,0,0.0,27.0,2.0,0.0,0.0,0,0,0,0.0,0.0,0.0,122.1,106.3,125.9,52.91,0.0,67.94,53.15,70.67,62.75,0.0,64.96,0.0,83.0,40.25,40.88,37,158.6,952,1226.2,1.28,33.14,7.73,25.72,333,16,12,9,6.9,7.49,8.22,28.0,50.0,22.0,65.11,69.24,60.94,80.78,97.68,50.31,45.76,83.23,69.92,100.0,88.29,8,1,0,87.7,82,78.93,32.82,0.0,31.04,0,15,33.98,49.06,41.1,52.58,56.8,47.23,73.34,70.59,65.98,Balanced multi-format,66.22,36.1,70.09,Strong squad asset,71.32,B,Monitor
440,63,Rovman Russell,West Indies,Yorkshire,RHB,Left-arm orthodox,Right,Utility,Flexible,169,80,2013,13,8,12,22,10,11,157,145.1,2.49,2.8,108.2,38.3,9.9,15.5,2,1,48.37,2.07,143,98.55,56.0,7.0,0.0,0.84,45,57,55,28.66,36.31,35.03,114.9,96.3,118.3,52.61,91.32,74.08,81.86,77.06,69.36,83.89,63.22,66.94,83.81,46.92,61.15,55,243.1,1459,1925.4,0.87,35.01,7.92,26.52,559,17,20,18,7.65,7.19,9.09,28.0,50.0,22.0,59.4,74.22,54.42,80.1,80.17,41.31,40.95,78.36,65.94,100.0,86.07,17,4,0,89.98,88,92.2,25.46,2.92,32.21,24,8,49.63,51.34,80.74,73.61,67.73,78.49,80.69,75.08,72.73,Balanced multi-format,86.15,10.25,80.46,High-value starter,77.97,B+,Shortlist
441,40,Dom Salt,Bangladesh,Essex,LHB,Medium pace,Left,Utility,Flexible,180,64,2015,11,5,8,14,6,7,115,85.2,2.88,3.19,134.9,30.2,8.1,9.3,1,1,42.62,2.35,105,123.17,36.0,4.0,0.0,0.96,45,37,33,39.13,32.17,28.7,126.9,136.7,150.8,68.33,87.74,84.76,100.0,92.76,84.3,99.82,70.65,75.12,100.0,57.48,72.52,28,126.7,760,989.3,0.7,35.33,7.81,27.14,230,11,13,4,7.5,8.91,7.58,28.0,50.0,22.0,55.77,53.2,63.07,76.78,72.21,42.7,45.15,68.11,66.73,92.04,79.73,12,2,0,92.0,86,88.67,21.13,2.81,36.04,29,7,37.39,48.35,77.01,76.13,76.11,80.17,78.42,73.23,81.19,Balanced multi-format,73.4,13.15,77.72,High-value starter,77.93,B+,Shortlist
442,77,Ben Sibley,Afghanistan,Gloucestershire,RHB,Right-arm off-spin,Right,Utility,Flexible,165,69,2015,11,10,15,27,12,13,794,548.7,10.31,11.34,144.7,34.6,15.9,126.2,21,7,19.6,5.1,668,121.74,70.0,7.0,0.0,3.4,256,397,141,32.24,50.0,17.76,147.8,152.2,157.1,57.13,68.0,90.87,100.0,94.12,81.45,100.0,90.15,89.46,100.0,77.16,85.95,3,40.2,241,349.2,0.04,116.41,8.68,80.47,84,1,1,1,8.18,9.07,9.38,28.0,50.0,22.0,51.4,54.63,48.24,67.24,16.47,34.48,33.9,45.69,56.63,46.19,48.67,20,5,6,90.17,88,93.13,10.26,10.21,116.8,108,0,49.27,34.77,79.09,67.31,70.89,70.88,58.79,71.03,76.09,Balanced multi-format,87.82,10.41,69.51,Strong squad asset,64.7,C+,Monitor
443,90,Ollie Pope,Ireland,Durham,LHB,Left-arm orthodox,Left,Utility,Flexible,176,74,2015,11,11,18,32,14,15,58,48.3,0.64,0.72,120.2,45.7,3.4,2.0,0,0,0.0,0.0,58,120.2,81.0,9.0,0.0,0.21,24,16,18,41.38,27.59,31.03,119.7,114.4,119.4,49.77,83.24,79.21,94.15,75.49,68.68,97.39,49.27,65.5,83.27,45.33,59.86,73,325.0,1950,2853.5,0.81,39.09,8.78,26.71,891,18,30,25,8.27,9.1,9.19,28.0,50.0,22.0,58.46,65.66,56.8,72.5,77.37,35.17,42.54,72.15,63.49,95.32,81.57,23,4,0,91.07,88,94.0,22.2,0.66,38.57,7,9,33.92,52.86,86.65,70.72,69.61,74.42,79.34,74.18,72.25,Balanced multi-format,73.33,7.37,76.42,High-value starter,76.89,B+,Shortlist
444,21,Adil Archer,Zimbabwe,Warwickshire,RHB,Medium pace,Right,Utility,Flexible,187,79,2019,7,2,4,7,3,5,271,182.0,12.9,14.26,148.9,30.9,16.7,45.3,7,3,18.2,5.49,225,123.63,19.0,2.0,0.0,4.28,108,92,71,39.85,33.95,26.2,140.0,155.6,162.8,67.48,86.3,90.77,100.0,99.9,87.19,100.0,94.01,97.73,100.0,85.6,92.23,4,23.7,142,234.2,0.19,58.54,9.88,35.55,44,1,2,1,9.95,10.45,10.77,28.0,50.0,22.0,35.23,40.59,34.31,48.22,41.37,18.83,24.49,43.54,40.1,47.76,44.79,8,2,0,100.0,86,87.4,15.44,13.41,56.78,110,2,56.73,36.63,73.54,68.51,67.92,72.96,54.88,71.51,69.41,Balanced multi-format,92.71,14.93,67.25,Strong squad asset,61.11,C+,Monitor
445,26,Mohammed Pant,India,Somerset,LHB,Right-arm off-spin,Left,Utility,Flexible,172,84,2020,6,3,5,9,4,5,269,226.2,10.35,11.21,118.9,31.2,12.6,33.9,5,2,32.32,3.09,237,104.76,24.0,2.0,0.0,3.36,93,114,62,34.57,42.38,23.05,118.6,119.0,126.1,55.75,80.1,79.23,96.28,78.16,73.87,100.0,72.01,89.64,90.57,69.2,79.65,8,41.5,249,400.4,0.31,50.05,9.64,31.15,78,3,3,2,9.53,9.68,10.27,28.0,50.0,22.0,39.17,47.1,39.15,51.76,50.83,23.15,28.17,50.04,44.2,57.27,52.19,9,1,0,91.34,86,87.73,18.29,10.76,47.71,93,3,50.81,42.71,73.81,65.92,63.44,70.43,58.25,71.03,66.2,Balanced multi-format,78.76,14.69,64.97,Development / squad,62.39,C+,Monitor
446,7,Stuart Potts,England,Kent,RHB,Left-arm pace,Right,Bowler,Lower-order hitter,183,68,2022,4,0,1,2,1,3,7,7.1,1.0,1.0,98.6,29.0,8.5,0.6,0,0,0.0,0.0,7,98.6,7.0,0.0,0.0,0.0,3,3,1,42.86,42.86,14.29,108.1,108.1,100.3,44.02,62.57,77.84,89.41,60.73,62.39,80.68,53.8,54.41,71.91,39.48,51.32,10,42.6,255,358.4,1.43,35.84,8.42,25.54,74,4,4,2,8.86,8.37,9.03,28.0,50.0,22.0,45.95,57.43,50.78,67.52,100.0,32.83,38.4,75.86,56.27,100.0,83.03,4,1,0,100.0,86,81.47,37.5,0.98,33.57,10,14,38.23,61.67,63.19,55.18,59.11,64.61,74.07,72.06,57.12,Red-ball leaning,98.64,27.22,76.82,High-value starter,70.28,B,Monitor
447,6,David Turner,Australia,Sussex,LHB,Medium pace,Left,Utility,Flexible,168,73,2023,3,0,1,2,0,3,38,27.8,6.33,6.33,136.5,34.1,16.7,6.3,2,0,13.92,7.18,30,107.76,6.0,0.0,0.0,0.0,10,20,8,26.32,52.63,21.05,141.7,133.9,150.1,56.44,62.74,86.16,100.0,91.38,80.11,92.66,89.28,71.78,100.0,65.03,75.46,1,6.2,37,56.7,0.17,56.73,9.15,37.2,13,0,1,0,8.65,9.63,9.71,28.0,50.0,22.0,47.26,50.32,44.95,60.36,38.92,30.15,31.47,49.84,51.69,54.08,52.43,4,0,0,100.0,90,90.4,10.84,6.33,52.19,63,2,53.0,28.83,62.83,63.94,65.25,66.76,57.19,61.42,72.67,White-ball leaning,86.57,17.33,67.63,Strong squad asset,61.13,C+,Monitor
448,10,Will Boult,New Zealand,Surrey,RHB,Right-arm off-spin,Right,Bowler,Lower-order hitter,179,78,2010,16,1,1,3,1,4,23,18.5,2.3,2.3,124.1,49.4,19.3,4.4,1,0,18.53,5.4,19,102.52,10.0,0.0,0.0,0.0,9,10,4,39.13,43.48,17.39,116.0,119.0,139.4,67.94,68.78,76.02,96.0,84.78,77.13,84.92,91.25,61.74,100.0,51.86,66.36,21,87.7,526,500.6,2.1,23.84,5.71,25.05,260,6,12,3,5.46,6.18,7.01,22.81,57.79,19.39,85.56,95.82,78.24,100.0,100.0,63.66,57.77,98.75,88.77,100.0,96.88,4,2,0,100.0,82,77.67,54.45,2.35,24.31,24,23,50.5,55.28,62.91,69.62,73.91,83.96,86.04,88.0,84.31,Balanced multi-format,90.58,29.03,86.83,Elite / overseas-standard,86.09,A+,Priority target
449,86,Anrich Fortuin,South Africa,Nottinghamshire,LHB,Left-arm orthodox,Left,Utility,Flexible,190,83,2007,19,11,17,30,13,15,936,611.8,10.88,12.0,153.0,29.0,14.0,131.0,22,7,21.1,4.74,806,131.75,78.0,8.0,0.0,3.6,347,298,291,37.07,31.84,31.09,151.0,152.9,157.1,54.68,91.85,95.13,100.0,97.83,83.34,100.0,85.95,94.95,100.0,81.0,89.24,17,99.5,597,906.7,0.2,53.34,9.11,35.13,173,5,7,5,8.92,9.32,9.63,28.0,50.0,22.0,42.39,47.87,43.79,57.86,42.07,28.19,31.23,49.33,49.07,54.23,51.72,22,4,0,96.7,88,93.73,14.06,12.48,53.52,120,2,63.58,31.94,89.41,70.48,72.99,76.89,62.69,77.32,74.07,Balanced multi-format,79.88,6.53,69.26,Strong squad asset,67.89,B,Monitor
450,108,Babar Khurram,Pakistan,Hampshire,RHB,Right-arm pace,Right,Bowler,Lower-order hitter,175,67,2007,19,15,19,34,19,21,12,13.0,0.11,0.12,92.4,40.4,13.8,1.7,0,0,0.0,0.0,12,92.4,101.0,7.0,0.0,0.04,4,6,2,33.33,50.0,16.67,93.3,83.3,97.6,53.3,67.33,65.57,77.25,60.75,61.19,74.13,64.52,48.06,72.96,35.6,48.06,129,555.6,3334,5211.5,1.19,40.4,9.38,25.84,1347,51,53,25,9.4,9.69,10.37,28.0,50.0,22.0,47.87,56.8,43.47,60.92,94.21,27.18,32.74,71.34,51.55,100.0,80.72,26,6,0,94.89,84,86.2,30.99,0.1,39.86,1,11,26.43,50.4,80.66,52.39,60.74,63.21,75.72,74.13,54.31,Red-ball leaning,92.13,18.98,75.54,High-value starter,71.12,B,Monitor
451,52,Chaturanga Chameera,Sri Lanka,Middlesex,LHB,Right-arm off-spin,Left,Utility,Flexible,186,72,2011,15,6,10,18,8,10,233,218.2,4.48,4.96,106.8,40.8,16.6,38.7,7,2,24.24,4.13,193,88.47,47.0,5.0,0.0,1.49,61,115,57,26.18,49.36,24.46,94.4,103.7,103.7,57.13,69.29,63.48,86.31,66.86,66.2,79.7,72.89,60.96,82.65,50.68,61.25,0,19.1,114,196.8,0.0,0.0,10.32,0.0,47,0,0,0,10.49,9.88,11.2,28.0,50.0,22.0,36.56,53.68,34.56,48.0,100.0,13.59,24.19,67.9,40.44,61.2,57.68,14,3,0,93.71,88,91.47,6.4,4.46,0.0,40,0,35.68,39.73,75.28,59.46,58.98,64.66,60.65,67.69,60.77,Balanced multi-format,83.06,12.49,66.27,Strong squad asset,62.08,C+,Monitor
452,106,Roston Chase,West Indies,Leicestershire,RHB,Left-arm orthodox,Right,Utility,Flexible,171,77,2009,17,13,21,38,16,18,484,420.9,4.57,5.04,115.0,42.1,12.1,58.6,12,2,30.06,3.33,424,100.74,96.0,10.0,0.0,1.51,173,145,166,35.74,29.96,34.3,102.8,118.3,108.5,54.37,91.92,70.35,91.83,71.78,68.35,89.67,64.63,73.22,84.76,53.36,66.18,55,258.9,1553,2342.7,0.52,42.6,9.05,28.24,654,21,21,13,8.78,8.96,10.05,28.0,50.0,22.0,52.21,63.0,46.35,66.56,63.25,30.56,33.67,64.33,55.9,76.6,68.36,26,6,0,93.83,82,89.07,18.62,4.64,40.61,43,5,35.9,44.1,89.63,67.27,67.07,74.96,71.23,75.03,69.35,Balanced multi-format,67.93,20.55,70.03,Strong squad asset,71.61,B,Monitor
453,88,Rehan Roy,Bangladesh,Lancashire,LHB,Right-arm off-spin,Left,Bowler,Lower-order hitter,182,82,2011,15,12,15,28,15,18,208,168.3,2.36,2.54,123.6,50.4,17.6,36.6,6,2,21.04,4.75,172,102.21,82.0,6.0,0.0,0.76,73,62,73,35.1,29.81,35.1,122.5,123.3,129.7,55.52,91.62,77.33,94.65,84.5,73.55,85.25,84.16,67.04,98.08,51.24,66.9,119,508.3,3050,3776.4,1.35,31.73,7.43,25.63,1537,35,56,28,6.75,8.03,7.57,28.0,50.0,22.0,74.63,79.67,73.78,94.22,100.0,50.43,54.83,91.88,82.17,100.0,93.51,21,4,0,91.44,84,84.87,36.57,2.38,29.72,24,15,42.3,63.43,87.67,68.21,77.14,87.38,88.54,90.61,80.66,Red-ball leaning,83.53,17.13,85.71,Elite / overseas-standard,87.38,A+,Priority target
454,97,Jos Woakes,Afghanistan,Yorkshire,RHB,Right-arm off-spin,Right,Utility,Flexible,167,66,2012,14,12,19,34,15,17,970,766.2,10.0,11.02,126.6,32.9,14.2,137.7,19,10,26.42,3.78,834,108.85,88.0,9.0,0.0,3.31,369,302,299,38.04,31.13,30.82,125.6,120.4,141.0,61.81,89.92,83.25,95.2,88.93,79.81,100.0,80.8,90.36,99.67,71.57,83.29,15,95.6,573,959.5,0.15,63.97,10.04,38.23,189,6,4,5,9.49,10.32,10.95,28.0,50.0,22.0,40.19,43.21,33.62,47.18,37.58,23.08,24.05,42.63,40.69,45.74,43.7,24,6,0,92.49,82,88.47,13.81,10.58,58.85,105,2,49.81,35.03,86.72,63.5,67.68,72.63,56.15,72.56,69.43,Balanced multi-format,69.34,21.84,62.1,Development / squad,62.09,C+,Monitor
455,90,Brydon Ahmed,Ireland,Essex,LHB,Left-arm orthodox,Left,Utility,Flexible,178,71,2013,13,11,18,32,14,15,628,463.8,6.98,7.85,135.4,32.5,16.7,104.9,17,6,20.17,4.96,524,112.98,80.0,10.0,0.0,2.36,184,250,194,29.3,39.81,30.89,122.4,130.8,138.9,62.65,88.38,78.83,100.0,88.17,80.46,99.89,85.49,86.46,100.0,66.73,79.98,16,97.0,582,681.9,0.18,42.62,7.03,36.38,189,5,8,3,6.78,6.52,7.78,28.0,50.0,22.0,61.59,73.45,61.84,89.08,40.1,47.42,43.62,67.25,72.67,69.85,69.9,23,4,0,91.87,88,94.0,11.62,7.69,43.47,77,2,53.99,54.45,87.68,74.94,76.68,83.05,74.26,80.1,83.44,Balanced multi-format,85.54,7.01,78.92,High-value starter,77.27,B+,Shortlist
456,27,Sam Ahmed,Zimbabwe,Gloucestershire,RHB,Medium pace,Right,Utility,Flexible,189,76,2017,9,3,5,9,4,6,155,94.9,5.74,6.46,163.4,36.7,18.0,27.9,4,2,15.81,6.33,127,133.88,24.0,3.0,0.0,1.94,44,59,52,28.39,38.06,33.55,163.7,162.7,182.8,64.65,90.77,96.26,100.0,100.0,85.66,100.0,100.0,82.29,100.0,71.8,81.47,4,25.9,155,224.8,0.15,56.2,8.68,38.85,57,1,2,1,8.77,8.49,8.74,28.0,50.0,22.0,48.08,61.41,55.11,68.5,36.81,29.37,38.95,55.28,58.71,57.31,57.15,9,2,0,99.6,86,87.8,9.27,6.46,56.39,49,1,54.81,30.43,75.72,69.31,74.01,77.84,64.15,70.87,77.75,Balanced multi-format,75.14,13.99,69.62,Strong squad asset,68.21,B,Monitor
457,65,Shubman Gaikwad,India,Durham,LHB,Right-arm off-spin,Left,Utility,Flexible,174,81,2016,10,8,13,23,10,11,469,410.0,7.22,7.95,114.4,39.1,19.4,91.0,15,5,20.5,4.88,379,92.45,59.0,6.0,0.0,2.38,209,115,145,44.56,24.52,30.92,119.0,113.5,120.8,51.38,76.87,81.33,85.99,78.63,70.26,88.27,85.11,76.45,93.09,59.94,72.35,0,23.8,143,216.2,0.0,0.0,9.07,0.0,56,0,0,0,8.27,9.61,9.58,28.0,50.0,22.0,53.3,54.31,48.38,64.48,100.0,33.57,33.86,73.86,56.05,71.89,68.42,17,3,0,87.98,88,92.33,8.51,8.11,0.0,65,0,53.79,39.63,79.56,70.39,66.02,75.29,69.49,76.48,72.01,Balanced multi-format,87.91,10.6,74.6,Strong squad asset,71.39,B,Monitor
458,65,Ollie Anderson,England,Warwickshire,RHB,Right-arm off-spin,Right,Bowler,Lower-order hitter,185,65,2017,9,9,11,20,11,14,6,5.7,0.09,0.1,105.3,39.5,6.9,0.4,0,0,0.0,0.0,6,105.3,61.0,4.0,0.0,0.03,2,3,1,33.33,50.0,16.67,102.0,104.5,111.7,57.44,67.33,69.67,91.08,67.47,67.46,84.42,54.28,55.47,76.75,40.04,53.07,66,287.8,1727,2366.0,1.02,35.85,8.22,26.17,682,26,22,18,7.51,8.38,9.85,28.0,50.0,22.0,62.02,65.86,48.06,76.62,86.48,43.61,36.41,76.84,62.98,100.0,84.95,16,4,0,93.54,84,83.33,26.66,0.1,34.77,1,11,42.69,49.22,74.74,57.01,63.46,68.47,78.05,76.21,63.12,Red-ball leaning,72.95,22.34,73.79,Strong squad asset,74.69,B+,Shortlist
459,78,Travis Turner,Australia,Somerset,LHB,Medium pace,Left,Utility,Flexible,170,70,2018,8,10,15,28,12,13,443,351.9,5.68,6.24,125.9,31.7,8.9,39.4,7,2,39.1,2.56,403,114.53,71.0,7.0,0.0,1.87,199,172,72,44.92,38.83,16.25,124.3,122.3,131.6,55.6,66.51,85.32,99.49,78.59,74.43,100.0,65.69,75.68,91.28,59.96,71.72,72,316.6,1900,2944.4,0.92,40.89,9.3,26.38,602,32,28,12,9.27,9.37,9.73,28.0,50.0,22.0,43.32,51.01,44.77,56.82,82.41,27.85,32.88,64.03,49.23,90.7,73.66,20,4,6,88.77,88,93.2,28.86,5.49,38.99,57,11,39.45,46.52,78.32,72.69,66.51,68.89,72.57,72.39,69.13,Balanced multi-format,89.66,10.65,76.16,High-value starter,71.85,B,Monitor
460,96,Trent Latham,New Zealand,Kent,RHB,Right-arm pace,Right,Bowler,Lower-order hitter,181,75,2018,8,13,17,30,17,19,207,178.3,2.16,2.3,116.1,33.5,10.3,21.3,2,2,44.57,2.24,187,104.88,90.0,6.0,0.0,0.69,81,86,40,39.13,41.55,19.32,117.5,104.3,131.9,61.04,72.65,79.87,88.76,79.89,74.5,88.05,68.87,64.07,89.26,49.06,62.86,145,615.2,3691,4687.8,1.51,32.33,7.62,25.46,1237,64,33,48,6.87,7.69,8.05,28.0,50.0,22.0,65.14,66.0,63.12,81.42,100.0,51.5,49.19,83.3,70.95,100.0,88.56,23,6,0,97.15,84,85.4,40.31,2.07,30.28,23,14,34.07,55.21,78.05,63.71,71.97,76.47,82.84,81.72,71.25,Red-ball leaning,73.61,20.25,78.21,High-value starter,80.3,A,Shortlist
461,17,Reeza Elgar,South Africa,Sussex,LHB,Left-arm pace,Left,Bowler,Lower-order hitter,166,80,2023,3,2,3,5,3,4,7,5.2,0.41,0.44,134.9,43.9,7.2,0.5,0,0,0.0,0.0,7,134.9,16.0,1.0,0.0,0.0,3,2,2,42.86,28.57,28.57,135.5,124.2,135.2,49.77,80.29,87.2,100.0,84.01,73.66,100.0,63.16,67.11,95.57,49.44,65.39,24,102.2,613,667.6,1.41,27.82,6.53,25.56,269,8,12,4,5.83,6.5,7.33,28.0,50.0,22.0,78.52,86.33,72.43,100.0,100.0,59.29,53.06,95.9,84.98,100.0,95.22,6,1,0,89.75,86,82.13,36.39,0.4,25.59,5,14,39.96,62.37,69.58,68.3,72.27,85.43,85.64,88.0,81.17,Balanced multi-format,99.92,24.69,88.31,Elite / overseas-standard,85.22,A+,Priority target
462,82,Shadab Ayub,Pakistan,Surrey,RHB,Medium pace,Right,Utility,Flexible,177,64,2006,20,10,16,29,13,14,849,656.6,10.35,11.47,129.3,32.6,13.8,117.2,19,7,25.25,3.96,731,111.33,74.0,8.0,0.0,3.44,270,407,172,31.8,47.94,20.26,117.3,126.6,136.3,64.57,72.12,77.4,100.0,83.11,78.65,100.0,78.24,88.48,97.82,72.89,83.02,8,62.1,372,604.5,0.1,75.57,9.74,46.55,121,3,3,2,9.84,9.55,10.09,28.0,50.0,22.0,37.06,49.09,41.03,51.2,29.68,19.73,28.97,43.03,44.11,43.29,43.43,21,5,0,94.53,88,93.47,12.55,10.78,77.08,88,1,50.16,35.39,80.22,63.22,67.76,68.29,55.03,70.1,70.0,Balanced multi-format,78.04,9.86,63.78,Development / squad,61.04,C+,Monitor
